Event Name,Log Source,Event Count,Time,Low Level Category,Source IP,Source Port,Destination,Category
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:28 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:29 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) stop,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:30 AM",Service Stopped,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:31 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:32 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:33 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:34 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:35 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:36 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:37 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:38 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:39 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:40 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) start,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:41 AM",Service Started,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:42 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:43 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:44 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:45 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:46 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:47 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
"Create,delete,negotiate",LinuxServer @vmcentosTA,222,"May 14, 2024, 11:35:48 AM",Information,192.168.142.140,0,192.168.142.142,Normal
Ssh Message,LinuxServer @vmcentosTA,74,"May 14, 2024, 11:35:49 AM",Messages,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:50 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) stop,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:51 AM",Service Stopped,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:52 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:53 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:54 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:55 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:56 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:57 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:58 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:35:59 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:04 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:05 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) start,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:06 AM",Service Started,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:07 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:08 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:09 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:10 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:11 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:12 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
"Create,delete,negotiate",LinuxServer @vmcentosTA,222,"May 14, 2024, 11:36:13 AM",Information,192.168.142.140,0,192.168.142.142,Normal
Ssh Message,LinuxServer @vmcentosTA,74,"May 14, 2024, 11:36:14 AM",Messages,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:15 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) stop,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:16 AM",Service Stopped,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) start,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:17 AM",Service Started,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:18 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:19 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:20 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:21 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:22 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:23 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
"Create,delete,negotiate",LinuxServer @vmcentosTA,222,"May 14, 2024, 11:36:24 AM",Information,192.168.142.140,0,192.168.142.142,Normal
Ssh Message,LinuxServer @vmcentosTA,74,"May 14, 2024, 11:36:25 AM",Messages,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:26 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) stop,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:27 AM",Service Stopped,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) start,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:28 AM",Service Started,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:29 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:30 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:31 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:32 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:33 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:34 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
"Create,delete,negotiate",LinuxServer @vmcentosTA,222,"May 14, 2024, 11:36:35 AM",Information,192.168.142.140,0,192.168.142.142,Normal
Ssh Message,LinuxServer @vmcentosTA,74,"May 14, 2024, 11:36:36 AM",Messages,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:37 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) stop,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:38 AM",Service Stopped,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) start,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:39 AM",Service Started,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:40 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:41 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:42 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:43 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:44 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:45 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
"Create,delete,negotiate",LinuxServer @vmcentosTA,222,"May 14, 2024, 11:36:46 AM",Information,192.168.142.140,0,192.168.142.142,Normal
Ssh Message,LinuxServer @vmcentosTA,74,"May 14, 2024, 11:36:47 AM",Messages,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:48 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) stop,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:49 AM",Service Stopped,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) start,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:50 AM",Service Started,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:51 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:52 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:53 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:54 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:55 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:36:56 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
"Create,delete,negotiate",LinuxServer @vmcentosTA,222,"May 14, 2024, 11:36:57 AM",Information,192.168.142.140,0,192.168.142.142,Normal
Ssh Message,LinuxServer @vmcentosTA,74,"May 14, 2024, 11:36:58 AM",Messages,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:04 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) stop,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:05 AM",Service Stopped,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) start,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:06 AM",Service Started,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:07 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:08 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:09 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:10 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:11 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:12 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
"Create,delete,negotiate",LinuxServer @vmcentosTA,222,"May 14, 2024, 11:37:13 AM",Information,192.168.142.140,0,192.168.142.142,Normal
Ssh Message,LinuxServer @vmcentosTA,74,"May 14, 2024, 11:37:14 AM",Messages,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:15 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:16 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Linux login messages,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:17 AM",Stored,192.168.142.140,0,192.168.142.142,Normal
Service (daemon) stop,LinuxServer @vmcentosTA,1,"May 14, 2024, 11:37:18 AM",Service Stopped,192.168.142.140,0,192.168.142.142,Normal
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:10 AM",Distributed DoS,9.208.113.246,15974,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:18 AM",Distributed DoS,184.0.94.14,55747,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:47 AM",Distributed DoS,11.200.148.171,18220,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:42 AM",Distributed DoS,208.63.66.199,62391,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:03 AM",Distributed DoS,24.11.100.23,33582,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:04 AM",Distributed DoS,165.101.153.183,29372,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:04 AM",Distributed DoS,154.247.234.211,6224,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:05 AM",Distributed DoS,107.104.222.63,2987,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:22 AM",Distributed DoS,136.109.217.108,49915,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:11 AM",Distributed DoS,87.78.70.150,44617,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:26 AM",Distributed DoS,216.57.213.147,62254,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:04 AM",Distributed DoS,153.22.25.158,15564,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:28 AM",Distributed DoS,218.151.49.182,56358,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:45 AM",Distributed DoS,255.138.209.67,60415,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:15 AM",Distributed DoS,211.136.164.184,54520,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:16 AM",Distributed DoS,198.155.106.199,52144,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:44 AM",Distributed DoS,109.24.196.57,53867,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:23 AM",Distributed DoS,110.192.45.157,16852,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:27 AM",Distributed DoS,78.9.117.205,57816,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:22 AM",Distributed DoS,213.40.139.170,32257,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:18 AM",Distributed DoS,98.184.163.12,16565,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:31 AM",Distributed DoS,147.220.213.20,25920,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:13 AM",Distributed DoS,47.231.125.13,59098,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:44 AM",Distributed DoS,171.92.50.147,50250,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:34 AM",Distributed DoS,126.61.41.136,61605,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:17 AM",Distributed DoS,250.51.52.140,10496,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:04 AM",Distributed DoS,4.113.85.138,32219,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:30 AM",Distributed DoS,108.29.164.5,9735,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:04 AM",Distributed DoS,169.194.75.224,31900,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:23 AM",Distributed DoS,59.146.241.27,6446,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:05 AM",Distributed DoS,120.127.41.155,50489,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:44 AM",Distributed DoS,88.144.253.50,57401,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:03 AM",Distributed DoS,115.85.150.246,62669,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:12 AM",Distributed DoS,14.170.32.143,11526,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:23 AM",Distributed DoS,188.100.235.162,7212,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:35 AM",Distributed DoS,38.93.155.107,57217,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:34 AM",Distributed DoS,38.93.155.107,1541,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:12 AM",Distributed DoS,7.89.130.136,45424,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:19 AM",Distributed DoS,14.95.150.211,3951,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:08 AM",Distributed DoS,119.47.38.243,31080,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:10 AM",Distributed DoS,9.208.113.246,15974,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:18 AM",Distributed DoS,184.0.94.14,55747,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:38:47 AM",Distributed DoS,11.200.148.171,18220,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:47:53 AM",Distributed DoS,236.12.31.211,33633,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:47:53 AM",Distributed DoS,247.120.112.62,42654,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:47:24 AM",Distributed DoS,241.107.207.254,39448,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:47:24 AM",Distributed DoS,226.180.193.5,40378,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:52 AM",Distributed DoS,239.202.161.28,10590,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:51 AM",Distributed DoS,244.91.160.189,47269,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:49 AM",Distributed DoS,202.18.99.216,45546,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:37 AM",Distributed DoS,124.53.191.127,24112,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:36 AM",Distributed DoS,223.144.4.106,22231,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:32 AM",Distributed DoS,156.143.198.45,40027,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:18 AM",Distributed DoS,30.161.156.81,10444,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:24 AM",Distributed DoS,43.14.121.70,46709,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:04 AM",Distributed DoS,173.159.27.97,37969,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:37 AM",Distributed DoS,34.69.149.187,42998,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:15 AM",Distributed DoS,70.106.173.115,11876,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:33 AM",Distributed DoS,214.112.136.70,2112,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:44 AM",Distributed DoS,187.215.244.131,51487,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:31 AM",Distributed DoS,195.28.221.75,53099,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:50 AM",Distributed DoS,175.221.114.185,39360,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:11 AM",Distributed DoS,20.129.134.221,41134,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:26 AM",Distributed DoS,164.201.127.87,13272,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:50 AM",Distributed DoS,207.204.116.186,38588,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:29 AM",Distributed DoS,186.62.28.182,24740,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:37 AM",Distributed DoS,104.231.160.8,37032,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:02 AM",Distributed DoS,144.250.74.72,53119,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:31 AM",Distributed DoS,192.75.8.209,63228,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:23 AM",Distributed DoS,68.9.49.141,3210,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:05 AM",Distributed DoS,202.194.61.48,22839,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:03 AM",Distributed DoS,32.79.229.126,36942,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:16 AM",Distributed DoS,46.20.106.140,43199,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:32 AM",Distributed DoS,49.174.78.85,18153,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:47 AM",Distributed DoS,142.98.135.227,16425,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:31 AM",Distributed DoS,61.129.129.117,33933,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:42 AM",Distributed DoS,165.126.24.228,25945,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:36 AM",Distributed DoS,194.113.155.137,26143,192.168.142.142,DDoS
Terdeteksi DDoS Attack,Custom Rule Engine-8 :: qradar,1,"May 14, 2024, 11:45:40 AM",Distributed DoS,104.35.88.152,42186,192.168.142.142,DDoS
